,Date-Time,Lattitude,Longitude,Depth,Mag,Location
497,06 September 2018 - 08:33 PM,05.52,126.54,144,2.9,110 km S 69° E of Jose Abad Santos (Davao Occidental)
498,06 September 2018 - 05:58 PM,07.70,126.61,016,2.5,015 km N 22° E of Baganga (Davao Oriental)
499,06 September 2018 - 05:01 PM,20.14,122.01,114,2.2,026 km S 34° E of Sabtang (Batanes)
500,06 September 2018 - 02:32 PM,05.82,126.50,061,2.3,099 km S 86° E of Jose Abad Santos (Davao Occidental)
501,06 September 2018 - 09:18 AM,14.84,121.92,026,2.1,005 km S 76° W of Burdeos (Quezon)
502,06 September 2018 - 04:34 AM,05.58,127.04,033,2.9,157 km S 79° E of Jose Abad Santos (Davao Occidental)
503,06 September 2018 - 03:30 AM,16.40,122.41,016,2.7,021 km N 86° E of Dilasag (Aurora)
504,06 September 2018 - 03:26 AM,16.41,122.43,017,2.2,023 km N 85° E of Dilasag (Aurora)
505,06 September 2018 - 02:36 AM,10.70,126.74,009,3.2,105 km N 45° E of Burgos (Surigao Del Norte)
506,06 September 2018 - 02:35 AM,09.35,126.16,027,2.0,009 km N 23° W of Cortes (Surigao Del Sur)
507,06 September 2018 - 01:05 AM,12.16,125.10,027,2.0,020 km S 45° W of Jipapad (Eastern Samar)
508,06 September 2018 - 12:45 AM,20.32,121.99,032,2.3,006 km S 54° E of Uyugan (Batanes)
509,06 September 2018 - 12:12 AM,20.25,121.81,032,2.0,012 km S 34° W of Sabtang (Batanes)
510,05 September 2018 - 11:55 PM,07.00,124.02,033,1.8,016 km S 84° W of Upi (Maguindanao)
511,05 September 2018 - 11:49 PM,07.38,125.27,001,2.5,020 km N 64° E of Antipas (North Cotabato)
512,05 September 2018 - 09:33 PM,09.76,125.93,047,2.7,016 km N 15° W of Socorro (Surigao Del Norte)
513,05 September 2018 - 07:01 PM,13.71,123.77,033,1.8,002 km N 85° E of Presentacion (Parubcan) (Camarines Sur)
514,05 September 2018 - 04:38 PM,12.00,120.61,033,1.7,046 km S 90° E of Coron (Palawan)
515,05 September 2018 - 04:26 PM,10.38,125.18,005,2.4,003 km S 52° W of Hinunangan (Southern Leyte)
516,05 September 2018 - 03:23 PM,20.41,121.85,031,2.7,008 km N 54° W of Ivana (Batanes)
517,05 September 2018 - 03:14 PM,19.41,121.76,079,2.9,034 km N 66° E of Calayan (Cagayan)
518,05 September 2018 - 01:15 PM,13.47,120.20,008,2.3,030 km N 78° W of Paluan (Occidental Mindoro)
519,05 September 2018 - 11:04 AM,07.21,126.37,026,2.6,019 km S 88° W of Manay (Davao Oriental)
520,05 September 2018 - 10:25 AM,18.52,120.85,006,3.7,005 km S 89° E of Dumalneg (Ilocos Norte)
521,05 September 2018 - 06:18 AM,10.55,125.94,016,2.5,045 km N 62° E of Loreto (Dinagat)
522,05 September 2018 - 04:16 AM,12.40,124.45,020,2.2,011 km N 80° E of San Isidro (Northern Samar)
523,05 September 2018 - 03:10 AM,05.99,125.10,091,1.9,018 km N 36° E of Maasim (Sarangani)
524,05 September 2018 - 02:50 AM,17.38,121.83,025,2.5,006 km S 73° E of Santo Tomas (Isabela)
525,05 September 2018 - 02:43 AM,13.95,124.46,003,1.9,018 km N 76° E of Panganiban (Payo) (Catanduanes)
526,05 September 2018 - 02:06 AM,13.76,120.51,160,3.0,016 km S 61° W of Calatagan (Batangas)
527,05 September 2018 - 01:30 AM,06.57,126.91,108,2.2,073 km S 44° E of Tarragona (Davao Oriental)
528,04 September 2018 - 11:28 PM,13.55,120.66,074,2.0,014 km N 33° W of Abra de Ilog (Occidental Mindoro)
529,04 September 2018 - 09:31 PM,20.56,122.03,023,2.0,012 km N 32° E of Basco (Batanes)
530,04 September 2018 - 08:29 PM,04.42,124.42,025,2.9,161 km S 46° W of Sarangani (Davao Occidental)
531,04 September 2018 - 07:59 PM,14.08,120.42,074,2.0,022 km N 89° W of Nasugbu (Batangas)
532,04 September 2018 - 07:27 PM,06.45,126.51,053,2.4,053 km S 65° E of Governor Generoso (Davao Oriental)
533,04 September 2018 - 07:18 PM,07.69,124.76,004,2.6,005 km N 06° E of Wao (Lanao Del Sur)
534,04 September 2018 - 05:39 PM,16.41,119.67,034,3.1,023 km N 86° W of Bolinao (Pangasinan)
535,04 September 2018 - 01:56 PM,05.53,127.35,099,3.8,188 km S 49° E of Governor Generoso (Davao Oriental)
536,04 September 2018 - 11:38 AM,16.73,121.00,004,3.3,008 km S 55° W of Kiangan (Ifugao)
537,04 September 2018 - 07:57 AM,06.44,126.75,207,2.6,075 km S 27° E of Tarragona (Davao Oriental)
538,04 September 2018 - 06:24 AM,10.39,125.09,001,4.0,013 km N 86° E of Sogod (Southern Leyte)
539,04 September 2018 - 04:04 AM,09.65,126.13,027,2.7,014 km S 36° E of Dapa (Dinagat)
540,04 September 2018 - 03:01 AM,18.24,120.41,031,3.3,020 km N 76° W of Laoag City (Ilocos Norte)
541,04 September 2018 - 02:03 AM,06.56,126.46,045,2.8,044 km S 74° E of Governor Generoso (Davao Oriental)
542,03 September 2018 - 11:43 PM,11.29,124.55,006,3.6,010 km S 84° W of Capoocan (Leyte)
543,03 September 2018 - 11:27 PM,17.76,122.22,016,2.4,042 km N 03° W of Maconacon (Isabela)
544,03 September 2018 - 08:46 PM,06.42,126.43,022,2.7,047 km S 56° E of Governor Generoso (Davao Oriental)
545,03 September 2018 - 07:30 PM,05.79,126.16,169,2.9,061 km S 80° E of Jose Abad Santos (Davao Occidental)
546,03 September 2018 - 06:48 PM,19.06,122.49,004,2.3,077 km N 29° E of Santa Ana (Cagayan)
547,03 September 2018 - 08:32 AM,04.06,126.35,023,2.8,181 km S 33° E of Sarangani (Davao Occidental)
548,03 September 2018 - 06:59 AM,05.02,125.51,180,3.6,046 km S 05° E of Sarangani (Davao Occidental)
549,03 September 2018 - 06:25 AM,17.90,120.30,027,2.3,017 km N 77° W of Sinait (Ilocos Sur)
550,03 September 2018 - 04:13 AM,08.58,125.71,032,1.9,011 km N 20° W of San Luis (Agusan Del Sur)
551,03 September 2018 - 04:01 AM,13.25,124.64,033,1.7,053 km N 66° E of Prieto Diaz (Sorsogon)
552,03 September 2018 - 03:36 AM,08.71,126.02,007,2.9,011 km N 43° W of Lianga (Surigao Del Sur)
553,03 September 2018 - 03:29 AM,15.58,119.82,016,2.0,013 km S 66° W of Candelaria (Zambales)
554,03 September 2018 - 01:43 AM,17.32,120.37,021,1.8,007 km S 83° W of San Esteban (Ilocos Sur)
555,03 September 2018 - 01:08 AM,18.02,120.64,029,2.2,006 km S 55° W of Marcos (Ilocos Norte)
556,03 September 2018 - 12:00 AM,07.77,126.96,001,2.8,057 km S 88° E of Cateel (Davao Oriental)
557,02 September 2018 - 09:55 PM,05.53,126.70,071,2.8,126 km S 72° E of Jose Abad Santos (Davao Occidental)
558,02 September 2018 - 08:33 PM,17.11,120.97,032,2.0,009 km N 78° E of Sagada (Mountain Province)
559,02 September 2018 - 04:04 PM,10.03,123.25,036,2.2,001 km N 81° E of La Libertad (Negros Oriental)
560,02 September 2018 - 12:00 PM,12.97,121.18,079,2.4,026 km S 22° W of Victoria (Oriental Mindoro)
561,02 September 2018 - 11:27 AM,14.97,122.64,002,2.8,041 km N 45° E of Jomalig (Quezon)
562,02 September 2018 - 10:27 AM,17.82,120.39,023,2.5,009 km S 53° W of Sinait (Ilocos Sur)
563,02 September 2018 - 03:15 AM,06.86,126.76,022,4.2,040 km S 59° E of Tarragona (Davao Oriental)
564,02 September 2018 - 03:08 AM,14.08,125.53,032,2.7,128 km N 75° E of Gigmoto (Cataduanes)
565,02 September 2018 - 01:08 AM,12.71,123.54,007,3.4,016 km N 64° W of Monreal (Masbate)
566,01 September 2018 - 11:40 PM,18.17,120.54,008,2.3,005 km S 81° W of San Nicolas (Ilocos Norte)
567,01 September 2018 - 10:18 PM,11.04,125.56,025,2.7,014 km S 17° E of Quinapondan (Eastern Samar)
568,01 September 2018 - 10:06 PM,06.73,126.86,106,2.1,058 km S 53° E of Tarragona (Davao Oriental)
569,01 September 2018 - 09:17 PM,08.95,122.76,003,2.1,033 km S 66° W of Siaton (Negros Oriental)
570,01 September 2018 - 08:49 PM,08.89,122.77,005,2.5,036 km S 56° W of Siaton (Negros Oriental)
571,01 September 2018 - 08:08 PM,10.03,126.54,014,3.2,052 km N 89° E of Burgos (Surigao Del Norte)
572,01 September 2018 - 02:41 PM,07.28,125.02,006,2.8,009 km S 79° W of Antipas (North Cotabato)
573,01 September 2018 - 06:49 AM,05.84,126.17,033,3.5,061 km S 86° E of Jose Abad Santos (Davao Occidental)
574,01 September 2018 - 06:44 AM,05.40,126.12,045,3.0,072 km S 87° E of Sarangani (Davao Occidental)
575,01 September 2018 - 06:20 AM,05.51,126.37,083,4.1,094 km S 64° E of Jose Abad Santos (Davao Occidental)
576,01 September 2018 - 04:30 AM,05.64,127.09,041,3.2,158 km S 45° E of Governor Generoso (Davao Oriental)
577,01 September 2018 - 02:43 AM,12.87,124.09,032,1.8,007 km S 28° W of Gubat (Sorsogon)
578,01 September 2018 - 02:23 AM,19.06,121.22,023,2.9,036 km S 46° W of Calayan (Cagayan)
579,01 September 2018 - 02:15 AM,13.45,120.08,024,2.1,035 km S 31° W of Looc (Occidental Mindoro)
580,01 September 2018 - 02:00 AM,05.99,126.54,031,2.7,090 km S 35° E of Governor Generoso (Davao Oriental)
